wpsl_id,name,status,permalink,description,excerpt,author,date,address,address2,city,state,zip,country,country_iso,lat,lng,hours,phone,fax,email,url,category,image
9133,Woodman's,publish,woodmans-7,,,0,2016-11-30 09:47:00,2100 Randall Rd.,,Carpentersville,IL,60110,,US,42.119763,-88.338402,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9131,Woodman's,publish,woodmans-5,,,0,2016-11-30 09:46:59,595 N. Westhill,,Appleton,WI,54914,,US,44.267674,-88.463692,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9132,Woodman's,publish,woodmans-6,,,0,2016-11-30 09:46:59,1877 Madison Rd.,,Beloit,WI,53511,,US,42.524143,-89.071205,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9129,Woodman's,publish,woodmans-3,,,0,2016-11-30 09:46:58,9515 Wisconsin 16,,Onalaska,WI,54650,,US,43.87925,-91.176093,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9130,Woodman's,publish,woodmans-4,,,0,2016-11-30 09:46:58,7145 120th Ave.,,Kenosha,WI,53142,,US,42.574487,-87.951491,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9128,Woodman's,publish,woodmans-2,,,0,2016-11-30 09:46:57,711 S. Gammon Rd.,,Madison,WI,53719,,US,43.049071,-89.500689,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9125,Wisted's,publish,wisteds-3,,,0,2016-11-30 09:46:56,330 N. Eastwood Dr.,,Woodstock,IL,60098,,US,42.317525,-88.439802,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9126,Woodie's,publish,woodies,,,0,2016-11-30 09:46:56,116 N. Bowen Ave.,,Brenen,IN,46506,,US,41.447119,-86.155399,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9127,Woodman's,publish,woodmans,,,0,2016-11-30 09:46:56,3817 Milwaukiee St.,,Madison,WI,53714,,US,43.096982,-89.319116,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9123,Wisted's,publish,wisteds,,,0,2016-11-30 09:46:55,10442 N. IL Rt. 47,,Huntley,IL,60142,,US,42.178845,-88.426316,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9124,WIsted's,publish,wisteds-2,,,0,2016-11-30 09:46:55,21775 W. Grant Highway,,Marengo,IL,60152,,US,42.248091,-88.622149,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9122,Wiseway,publish,wiseway,,,0,2016-11-30 09:46:54,10839 Randolph St.,,Crown Point,IN,46307,,US,41.421488,-87.236736,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",219-650-6015,,,,,
9120,Willy Street Co-op,publish,willy-street-co-op-2,,,0,2016-11-30 09:46:53,6825 University Ave.,,Middleton,WI,53562,,US,43.096448,-89.500408,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9121,Willy Street Co-op,publish,willy-street-co-op-3,,,0,2016-11-30 09:46:53,2817 N. Sherman Ave.,,Madison,WI,53704,,US,43.127639,-89.362807,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9119,Willy Street Co-op,publish,willy-street-co-op,,,0,2016-11-30 09:46:52,1221 Williamson St.,,Madison,WI,53703,,US,43.08366,-89.36272,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9118,Widmers Supermarket,publish,widmers-supermarket,,,0,2016-11-30 09:46:51,1936 Saint Clair Ave,,St. Paul,MN,55105,,US,44.934096,-93.182081,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",651-699-4700,,,,,
9116,Whole Foods,publish,whole-foods-51,,,0,2016-11-30 09:46:50,151 Rice Lake Square,,Wheaton,IL,60189,,US,41.831036,-88.099428,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9117,Whole Foods,publish,whole-foods-52,,,0,2016-11-30 09:46:50,201 63rd St.,,Willowbrook,IL,60527,,US,41.773212,-87.951981,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9114,Whole Foods Market,publish,whole-foods-market-15,,,0,2016-11-30 09:46:49,7350 Orchard Lake Rd,,West Bloomfield,MI,48322,,US,42.529516,-83.363014,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",248-538-4600,,,,,
9115,Whole Foods Market,publish,whole-foods-market-16,,,0,2016-11-30 09:46:49,1845 Palm Beach Lakes Blvd,,West Palm Beach,FL,33401,,US,26.720761,-80.089336,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",561-471-3800,,,,,
9112,Whole Foods Market,publish,whole-foods-market-13,,,0,2016-11-30 09:46:48,11100 W Burleigh St. Ste 110,,Wauwatosa,WI,53222,,US,43.07555,-88.051739,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9113,Whole Foods Market,publish,whole-foods-market-14,,,0,2016-11-30 09:46:48,2635 State Rd 7,,Wellington,FL,33414,,US,26.641416,-80.206204,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9111,Whole Foods,publish,whole-foods-50,,,0,2016-11-30 09:46:47,4100 University Ave,,West Des Moines,IA,50266,,US,41.598522,-93.759709,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9109,Whole Foods,publish,whole-foods-49,,,0,2016-11-30 09:46:46,1160 Town & Country Sq.,,Chesterfield,MO,63017,,US,38.622101,-90.515502,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9110,Whole Foods Market,publish,whole-foods-market-12,,,0,2016-11-30 09:46:46,2880 W Maple Rd.,,Troy,MI,48084,,US,42.548697,-83.185309,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9106,Whole Foods,publish,whole-foods-46,,,0,2016-11-30 09:46:45,1575 Selby Ave,,St. Paul,MN,55104,,US,44.94659,-93.166701,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9107,Whole Foods,publish,whole-foods-47,,,0,2016-11-30 09:46:45,6055 O St,,Lincoln,NE,68510,,US,40.812997,-96.639076,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9108,Whole Foods,publish,whole-foods-48,,,0,2016-11-30 09:46:45,1548 North Dale Mabry Hwy,,Tampa,FL,33607,,US,27.956664,-82.508405,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9105,Whole Foods,publish,whole-foods-45,,,0,2016-11-30 09:46:44,1601 Brentwood,,St. Louis,MO,63144,,US,38.627092,-90.347766,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9103,Whole Foods,publish,whole-foods-44,,,0,2016-11-30 09:46:43,750 N. Martingale Rd.,,Schaumburg,IL,60173,,US,42.042145,-88.036705,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9104,Whole Foods Market,publish,whole-foods-market-11,,,0,2016-11-30 09:46:43,199 US Highway 41,,Schereville,IN,46375,,US,41.519184,-87.47053,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9102,Whole Foods,publish,whole-foods-43,,,0,2016-11-30 09:46:42,1451 1st St,,Sarasota,FL,34236,,US,27.337668,-82.541033,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9100,Whole Foods,publish,whole-foods-42,,,0,2016-11-30 09:46:41,7245 Lake St.,,River Forest,IL,60305,,US,41.887397,-87.806473,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9101,Whole Foods Market,publish,whole-foods-market-10,,,0,2016-11-30 09:46:41,2918 E Walton Rd,,Rochester Hills,MI,48309,,US,42.682202,-83.19171,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9099,Whole Foods Market,publish,whole-foods-market-9,,,0,2016-11-30 09:46:40,2411 N. Federal Highway,,Pompano Beach,FL,33062,,US,26.261326,-80.101292,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",954-786-3500,,,,,
9097,Whole Foods,publish,whole-foods-40,,,0,2016-11-30 09:46:39,11701 S. Dixie Hwy.,,Pinecrest,FL,33156,,US,25.662404,-80.324706,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9098,Whole Foods,publish,whole-foods-41,,,0,2016-11-30 09:46:39,7720 Peters Rd,,Plantation,FL,33324,,US,26.104631,-80.252166,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9096,Whole Foods,publish,whole-foods-39,,,0,2016-11-30 09:46:38,225 W. Touhy Ave.,,Park Ridge,IL,60068,,US,42.010968,-87.825749,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9094,Whole Foods,publish,whole-foods-37,,,0,2016-11-30 09:46:37,8003 Turkey Lake Rd,,Orlando,FL,32819,,US,28.449164,-81.47653,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9095,Whole Foods,publish,whole-foods-38,,,0,2016-11-30 09:46:37,11701 Lake Victoria Gardens Ave,,Palm Beach Gardens,FL,33410,,US,26.848876,-80.094032,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9093,Whole Foods,publish,whole-foods-36,,,0,2016-11-30 09:46:36,15260 S. LaGrange Rd.,,Orland Park,IL,60462,,US,41.612693,-87.854983,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9092,Whole Foods,publish,whole-foods-35,,,0,2016-11-30 09:46:35,10020 Regecy Circle,,Omaha,NE,6811,,US,41.262008,-96.068541,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9091,Whole Foods,publish,whole-foods-34,,,0,2016-11-30 09:46:16,840 Willow Rd.,,Northbrook,IL,60062,,US,42.106506,-87.800727,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9089,Whole Foods,publish,whole-foods-32,,,0,2016-11-30 09:46:15,4230 Grape Rd.,,Mishawaka,IN,46545,,US,41.698992,-86.185623,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9090,Whole Foods,publish,whole-foods-33,,,0,2016-11-30 09:46:15,2607 W. 75th St.,,Naperville,IL,60540,,US,41.748907,-88.199747,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9087,Whole Foods,publish,whole-foods-31,,,0,2016-11-30 09:46:14,3060 Excelsior Blvd.,,Minneapolis,MN,55416,,US,44.94772,-93.322185,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9088,Whole Foods Market,publish,whole-foods-market-8,,,0,2016-11-30 09:46:14,1001 Plymouth Rd,,Minnetonka,MN,55305,,US,44.974149,-93.445382,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",952-797-5600,,,,,
9086,Whole Foods,publish,whole-foods-30,,,0,2016-11-30 09:46:13,222 Hennepin Ave.,,Minneapolis,MN,55401,,US,44.982848,-93.269505,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9084,Whole Foods,publish,whole-foods-28,,,0,2016-11-30 09:46:12,5014 Poplar Ave.,,Memphis,TN,38117,,US,35.113377,-89.894098,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",901-685-2293,,,,,
9085,Whole Foods,publish,whole-foods-29,,,0,2016-11-30 09:46:12,2305 N. Prospect,,Milwaukee,WI,53211,,US,43.060798,-87.883825,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9082,Whole Foods,publish,whole-foods-26,,,0,2016-11-30 09:46:11,3313 University Ave.,,Madison,WI,53705,,US,43.074796,-89.444105,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9083,Whole Foods,publish,whole-foods-27,,,0,2016-11-30 09:46:11,12201 Elm Creek Blvd. N.,,Maple Grove,MN,55369,,US,45.091437,-93.435901,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9080,Whole Foods,publish,whole-foods-24,,,0,2016-11-30 09:46:10,6055 O St,,Lincoln,NE,68510,,US,40.812997,-96.639076,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",,,,,,
9081,Whole Foods,publish,whole-foods-25,,,0,2016-11-30 09:46:10,501 Bowman Rd,,Little Rock,AR,72211,,US,34.749397,-92.407058,"monday: 9:00 AM-5:00 PM. tuesday: 9:00 AM-5:00 PM. wednesday: 9:00 AM-5:00 PM. thursday: 9:00 AM-5:00 PM. friday: 9:00 AM-5:00 PM. saturday: closed. sunday: closed. ",501-725-7484,,,,,
